Date, Close/Last, Volume, Open, High, Low
09/09/2019, $48.58, 21175060, $48.97, $49.005, $48.46
09/06/2019, $48.84, 17939060, $48.65, $48.99, $48.27
09/05/2019, $48.42, 18436760, $48.02, $48.71, $47.78
09/04/2019, $47.32, 13707390, $47.02, $47.41, $46.89
09/03/2019, $46.5, 17010970, $46.63, $46.97, $46.2
08/30/2019, $46.81, 19250690, $47.52, $47.57, $46.545
08/29/2019, $47.27, 14733680, $47.59, $47.9135, $47.11
08/28/2019, $46.87, 11193850, $46.53, $46.96, $46.24
08/27/2019, $46.79, 20863840, $47.54, $47.65, $46.69
08/26/2019, $47.1, 14823800, $47.05, $47.27, $46.67
08/23/2019, $46.61, 25882000, $47.9, $48.52, $46.43
08/22/2019, $48.18, 21519320, $49.24, $49.33, $47.94
08/21/2019, $48.77, 18368660, $48.5, $48.925, $48.36
08/20/2019, $47.93, 18204990, $48.54, $48.59, $47.92
08/19/2019, $48.5, 26410560, $47.9, $48.6, $47.49
08/16/2019, $46.96, 25000250, $46.42, $47.36, $46.4
08/15/2019, $46.25, 61385210, $47.36, $47.94, $46
08/14/2019, $50.61, 30213430, $52.12, $52.12, $50.13
08/13/2019, $52.72, 21679100, $51.47, $53.0716, $51.2
08/12/2019, $51.54, 16388270, $52.27, $52.355, $51.34
08/09/2019, $52.43, 17425040, $52.78, $52.865, $52.04
08/08/2019, $53.16, 26093470, $52.79, $53.36, $52.59
08/07/2019, $52.34, 24128600, $51.83, $52.49, $51.21
08/06/2019, $52.6, 20708380, $51.95, $52.73, $51.6
08/05/2019, $51.37, 29931800, $52.39, $52.54, $50.94
08/02/2019, $53.25, 29021920, $54.22, $54.32, $52.58
08/01/2019, $55.39, 19020640, $55.84, $56.89, $55.16
07/31/2019, $55.4, 17441210, $56.33, $56.8307, $54.9
07/30/2019, $56.47, 9623420, $56.85, $56.9, $56.35
07/29/2019, $56.93, 12051150, $56.69, $57.15, $56.54
07/26/2019, $56.53, 15243020, $56.68, $56.84, $56.37
07/25/2019, $56.62, 15127250, $57.36, $57.5, $56.37
07/24/2019, $57.23, 18176990, $57.58, $57.68, $57.11
07/23/2019, $57.71, 12692210, $58.06, $58.095, $57.48
07/22/2019, $57.73, 10485790, $57.46, $58.01, $57.37
07/19/2019, $57.36, 13882570, $57.81, $58.07, $57.32
07/18/2019, $57.74, 10292940, $57.05, $57.79, $56.9
07/17/2019, $57.21, 9266851, $57.57, $57.79, $57.19
07/16/2019, $57.62, 11501070, $58.13, $58.26, $57.46
07/15/2019, $58.05, 8809738, $58, $58.23, $57.87
07/12/2019, $57.95, 13660590, $57.58, $57.99, $57.57
07/11/2019, $57.3, 15994550, $57.37, $57.62, $56.92
07/10/2019, $57.13, 19362570, $56.69, $57.65, $56.6
07/09/2019, $56.34, 19564010, $56.37, $56.69, $56.04
07/08/2019, $56.19, 15835100, $56.25, $56.475, $55.96
07/05/2019, $56.6, 14273870, $56, $56.73, $55.71
07/03/2019, $56.48, 13866800, $55.77, $56.54, $55.54
07/02/2019, $55.81, 20314320, $54.83, $55.92, $54.7758
07/01/2019, $54.74, 28483970, $55.26, $55.35, $54.225
06/28/2019, $54.73, 103123400, $55.91, $55.98, $54.025
06/27/2019, $55.73, 23959910, $56.94, $57.25, $55.47
06/26/2019, $56.6, 19286150, $56.54, $57.045, $56.36
06/25/2019, $56.08, 25520630, $57.06, $57.2, $56.01
06/24/2019, $57.18, 17794410, $57.25, $57.29, $56.69
06/21/2019, $57.03, 57588750, $57.41, $58.15, $56.98
06/20/2019, $57.41, 20969790, $57, $57.535, $56.68
06/19/2019, $56.13, 21096330, $56.04, $56.37, $55.77
06/18/2019, $56.05, 21173210, $56.07, $56.65, $55.75
06/17/2019, $55.4, 20392570, $54.99, $55.47, $54.86
06/14/2019, $54.75, 22530450, $55.99, $56.015, $54.66
06/13/2019, $56.17, 15785280, $55.92, $56.265, $55.78
06/12/2019, $55.86, 23183030, $56.05, $56.585, $55.65
06/11/2019, $57.11, 26723750, $56.74, $57.56, $56.73
06/10/2019, $56.42, 16871200, $56.14, $56.65, $55.96
06/07/2019, $55.93, 17394940, $55.41, $56.3, $55.03
06/06/2019, $55.1, 15927320, $54.89, $55.3, $54.21
06/05/2019, $54.75, 22521860, $53.85, $54.79, $53.75
06/04/2019, $53.23, 21689300, $52.48, $53.635, $52.41
06/03/2019, $51.78, 22380490, $52.05, $52.565, $51.485
05/31/2019, $52.03, 20480450, $52.79, $52.88, $52.01
05/30/2019, $53.57, 12954270, $53.44, $53.78, $53.335
05/29/2019, $53.18, 19762120, $53.55, $53.55, $52.855
05/28/2019, $53.93, 29769160, $54.74, $55.03, $53.82
05/24/2019, $54.37, 13057590, $54.57, $54.67, $54.06
05/23/2019, $54.19, 22734210, $54.91, $55.01, $53.94
05/22/2019, $55.69, 19479170, $56.22, $56.3, $55.67
05/21/2019, $56.52, 18562320, $56.68, $56.75, $56.13
05/20/2019, $56.01, 21004120, $55.8, $56.39, $55.5513
05/17/2019, $56.35, 27299350, $55.78, $56.83, $55.52
05/16/2019, $55.93, 46057800, $54.27, $56.4, $54.12
05/15/2019, $52.44, 30577210, $51.76, $52.71, $51.69
05/14/2019, $52.02, 25478280, $51.45, $52.44, $51.38
05/13/2019, $51.3, 28869930, $51.83, $52.26, $51.06
05/10/2019, $53.36, 21795900, $52.61, $53.55, $51.95
05/09/2019, $52.92, 24322800, $52.82, $53.21, $52.23
05/08/2019, $53.47, 21525070, $53.17, $53.94, $53.13
05/07/2019, $53.45, 25289720, $53.86, $54.24, $52.94
05/06/2019, $54.59, 17025890, $53.86, $54.76, $53.56
05/03/2019, $54.94, 26887110, $54.64, $54.99, $54.18
05/02/2019, $54.94, 24220610, $55.48, $55.89, $54.82
05/01/2019, $55.58, 17648490, $56, $56.35, $55.51
04/30/2019, $55.95, 20398280, $56, $56.12, $55.53
04/29/2019, $56.13, 15563610, $55.665, $56.22, $55.55
04/26/2019, $55.88, 17679540, $56.02, $56.37, $55.68
04/25/2019, $56.33, 15393540, $56.46, $56.78, $56.01
04/24/2019, $56.88, 12855010, $56.64, $57.15, $56.58
04/23/2019, $56.69, 18266180, $56.43, $56.695, $56.2
04/22/2019, $56.34, 11949300, $56.16, $56.6, $56.1
04/18/2019, $56.4, 17948330, $56.63, $56.695, $56.11
04/17/2019, $56.31, 24403980, $57.18, $57.32, $56.285
04/16/2019, $56.95, 19712140, $56.62, $57.525, $56.61
04/15/2019, $56.56, 12182160, $56.4, $56.61, $56.235
04/12/2019, $56.29, 14318480, $55.93, $56.355, $55.79
04/11/2019, $55.6, 13165710, $55.93, $55.95, $55.305
04/10/2019, $55.82, 13350460, $55.11, $55.84, $55.11
04/09/2019, $55.18, 15506220, $55.08, $55.42, $54.86
04/08/2019, $55.49, 13857990, $55.2, $55.56, $54.79
04/05/2019, $55.21, 13812110, $55.25, $55.61, $55.13
04/04/2019, $55.14, 16409860, $55.37, $55.68, $54.86
04/03/2019, $55.63, 21105750, $55.46, $55.8, $55.07
04/02/2019, $55.29, 17227420, $55, $55.41, $54.97
04/01/2019, $54.98, 19172040, $54.475, $55.02, $54.39
03/29/2019, $53.99, 19567220, $53.7, $54, $53.36
03/28/2019, $53.36, 13069300, $53.19, $53.69, $53.02
03/27/2019, $53.14, 20432340, $53.3, $53.66, $52.74
03/26/2019, $53.23, 17493190, $53.19, $53.485, $53
03/25/2019, $52.73, 15782340, $52.7, $52.93, $52.245
03/22/2019, $52.74, 23911520, $53.91, $54.14, $52.7
03/21/2019, $53.94, 20058490, $53.08, $54.23, $53.04
03/20/2019, $53.26, 21135400, $53.16, $53.87, $52.855
03/19/2019, $53.31, 19928250, $53.79, $54, $53.14
03/18/2019, $53.51, 18965300, $53.27, $53.935, $53.09
03/15/2019, $53.2, 43636610, $52.94, $53.62, $52.93
03/14/2019, $52.74, 19135330, $52.63, $52.96, $52.51
03/13/2019, $52.59, 20218250, $52.41, $52.855, $52.14
03/12/2019, $52.15, 19301720, $52.01, $52.275, $51.68
03/11/2019, $51.92, 16706780, $51.14, $52.09, $51.1
03/08/2019, $51.07, 18165080, $50.72, $51.13, $50.51
03/07/2019, $51.29, 22182650, $51.55, $51.97, $51.205
03/06/2019, $51.67, 19640560, $51.37, $51.79, $50.92
03/05/2019, $51.3, 14834820, $51.12, $51.505, $50.97
03/04/2019, $51.16, 18265440, $51.65, $51.92, $50.6301
03/01/2019, $51.41, 22848980, $52, $52.09, $51.27
02/28/2019, $51.77, 30250070, $51.55, $51.96, $51.3546
02/27/2019, $51.59, 19926690, $51.21, $51.65, $50.89
02/26/2019, $51.18, 18983740, $50.51, $51.41, $50.48
02/25/2019, $50.79, 22770960, $50.34, $51, $50.34
02/22/2019, $50.11, 22004110, $49.7, $50.22, $49.58
02/21/2019, $49.41, 16011660, $49.54, $49.72, $49.2
02/20/2019, $49.63, 17323220, $49.7, $49.8, $49.35
02/19/2019, $49.65, 20051060, $49.2, $49.93, $49.2
02/15/2019, $49.43, 30101530, $48.83, $49.59, $48.44
02/14/2019, $48.4, 47551290, $48.85, $49.68, $48.34
02/13/2019, $47.5, 28036640, $47.86, $47.95, $47.12
02/12/2019, $47.89, 23672200, $47.27, $48.15, $47.16
02/11/2019, $47.58, 19214110, $47.34, $47.71, $47.13
02/08/2019, $47.19, 17559080, $46.4, $47.2, $46.3
02/07/2019, $46.7, 20280440, $47.19, $47.3199, $46.49
02/06/2019, $47.48, 17667960, $47.12, $47.59, $46.95
02/05/2019, $47.26, 16390490, $47.42, $47.455, $47.075
02/04/2019, $47.35, 15691000, $47.22, $47.47, $47.12
02/01/2019, $47.34, 16238990, $47.37, $47.56, $47.0501
01/31/2019, $47.29, 23096110, $46.72, $47.38, $46.52
01/30/2019, $46.71, 18261270, $45.94, $46.93, $45.92
01/29/2019, $45.96, 14450040, $45.81, $46.05, $45.645
01/28/2019, $45.75, 18294750, $45.73, $45.77, $45.23
01/25/2019, $46.13, 24196550, $46.12, $46.66, $45.95
01/24/2019, $45.61, 17355980, $45.63, $45.75, $45.23
01/23/2019, $45.46, 24760580, $45.14, $45.88, $45.02
01/22/2019, $44.78, 21272760, $44.88, $45.24, $44.38
01/18/2019, $45.03, 24388480, $44.48, $45.35, $44.31
01/17/2019, $44.21, 18805540, $43.87, $44.53, $43.8
01/16/2019, $43.96, 17203650, $44.12, $44.24, $43.7605
01/15/2019, $44.02, 17742610, $43.33, $44.04, $43.15
01/14/2019, $43.21, 16039450, $43.08, $43.39, $43
